host_id,host_name,host_since,host_is_superhost,host_listings_count
11000410,Matt And Isabel,2014/01/03,t,1
153960867,Scott,2017/10/09,f,1
38006524,Sherri,2015/07/09,f,1
35638483,Will,2015/06/12,f,1
153898555,Megan,2017/10/09,f,1
15449691,Christina,2014/05/13,t,1
56974989,Rob,2016/02/01,t,1
43782388,ResortShare2,2015/09/09,t,123
46983898,Terena,2015/10/19,f,1
154098178,Deb,2017/10/10,t,1
154115479,Kavita,2017/10/10,f,1
138757733,Dean,2017/07/05,f,1
32028707,Jonathan,2015/04/27,t,3
7262746,Josh,2013/07/03,t,1
77606897,Jennifer,2016/06/13,f,1
20484425,Christopher,2014/08/24,f,1
154346695,Greg,2017/10/12,t,3
72603654,Lee Ann.,2016/05/17,f,1
16637178,Thu-Hong,2014/06/10,f,1
29240494,Abdullah,2015/03/12,f,1
61204069,Alex,2016/03/02,f,1
45002285,Clarissa,2015/09/24,f,1
7920042,Cinderella,2013/08/03,t,3
25602312,Jane,2015/01/04,f,1
3545449,Valeska,2012/09/12,t,1
131512209,Brandy,2017/05/22,t,2
143628196,Nikki,2017/08/01,t,1
75946109,Augustine,2016/06/05,f,0
20091301,Joe,2014/08/16,f,2
152608759,Tracey,2017/09/29,t,11
154979982,Jose & Victoria,2017/10/17,f,1
34918730,Jenna,2015/06/03,f,1
83622072,Pearline,2016/07/13,f,1
21255530,Alexa,2014/09/12,f,1
31875485,William,2015/04/24,f,2
89361097,Gizem,2016/08/11,t,1
151439280,Abel,2017/09/20,f,1
61078979,Jordan,2016/03/01,f,2
155826708,Kai,2017/10/22,f,1
14251665,Casey,2014/04/13,f,1
1839608,Grey,2012/03/01,t,2
155958112,Kris,2017/10/23,f,1
4912146,Deacon,2013/01/30,f,15
22649901,Michael,2014/10/17,f,1
156676482,Scott,2017/10/29,f,1
1246886,Daniel,2011/10/04,f,1
69102714,Lauren,2016/04/26,f,1
18292001,Will,2014/07/17,f,1
156906349,Luisa,2017/10/31,f,1
108794481,Adelaine,2016/12/28,f,1
109691032,Jason,2017/01/03,f,1
47069542,Alaina,2015/10/20,t,1
72587355,Will,2016/05/17,f,1
135119092,Ade,2017/06/14,f,1
22758184,Sarah,2014/10/20,f,2
36957600,Saba & Sep,2015/06/28,t,4
74458120,Kourtney,2016/05/28,f,1
69886936,D,2016/05/01,f,1
155581847,Rena,2017/10/21,f,1
28543505,Katherine,2015/03/01,f,8
157832352,Scott,2017/11/07,t,1
5842070,Gregory,2013/04/09,f,1
157945293,John,2017/11/08,f,1
157951388,Kurt,2017/11/08,t,2
53955142,Sanne,2016/01/09,f,2
61122736,Daina,2016/03/01,f,2
126034861,Scott,2017/04/15,t,2
158084176,Sarah,2017/11/09,t,1
91348256,Luke,2016/08/22,f,1
5191288,Patricia,2013/02/22,f,1
16591737,Heather,2014/06/09,f,1
40456879,Charles,2015/08/04,f,1
24907682,Jacoby,2014/12/16,f,4
15320889,Samantha,2014/05/09,t,2
71492289,Dru,2016/05/11,t,1
10978629,Jed,2014/01/02,f,1
26840791,Hunt,2015/01/28,f,1
42366,Raquel,2009/09/30,f,1
6091253,Tina,2013/04/25,f,1
9582750,Tanner + Maradeth,2013/10/22,f,1
97281550,Brandi & David,2016/09/29,t,1
157838445,Madilyn,2017/11/07,f,1
10826003,Daniela,2013/12/26,f,1
158970929,Luqman,2017/11/16,f,1
159033547,Jacob,2017/11/16,f,1
143386421,Jurema,2017/07/30,f,1
118257985,Juany,2017/02/26,t,1
64474700,Elizabeth,2016/03/25,f,2
159219245,Phil,2017/11/18,t,1
101117814,Joseph,2016/10/24,f,2
159239626,Michael,2017/11/18,f,1
16596980,Liz,2014/06/09,f,1
74270759,Liz,2016/05/27,f,1
69361523,L.,2016/04/28,t,3
152855446,U.C.,2017/10/01,f,5
159381973,Christian,2017/11/19,t,1
1642967,Michelle,2012/01/23,t,1
159495161,Cyrus,2017/11/20,f,1
115566,Sonny,2010/04/29,f,1
159831721,Lital,2017/11/23,f,1
46531006,Valeri,2015/10/14,t,1
119540589,Michael,2017/03/06,t,1
160113451,Andrew,2017/11/25,t,3
160198833,Matt,2017/11/26,f,1
69978960,Alan,2016/05/02,t,1
28179007,Analisa,2015/02/22,f,1
45667411,Taylor,2015/10/03,t,1
51237020,Jim,2015/12/13,f,1
12303932,Andy,2014/02/16,f,2
174953124,Jennifer,2018/02/23,f,1
8503714,Aundre,2013/08/28,t,2
27560533,Rebecca,2015/02/10,t,1
505424,Josh,2011/04/13,t,3
150404951,Angie,2017/09/13,f,1
146060822,Amanda,2017/08/14,f,1
88148415,Paul,2016/08/05,f,1
161738496,Jeremy,2017/12/07,f,1
36053006,Becca,2015/06/17,f,3
162026187,Rahul,2017/12/09,f,1
97322481,Brandon,2016/09/29,f,1
128907036,Sam,2017/05/04,f,1
162111602,Mark,2017/12/10,t,1
95726149,Bob & Tresa,2016/09/18,t,1
64070123,Jessica,2016/03/22,f,1
3331195,Hannah,2012/08/21,f,1
157012879,Emily,2017/11/01,t,1
43382830,Arthur,2015/09/04,t,3
162522673,Bonnie,2017/12/13,t,3
62472451,Lyndsie,2016/03/10,t,1
162648996,Belinda,2017/12/14,f,2
35914926,Sarah,2015/06/15,t,1
62452811,Aiko,2016/03/10,t,5
129779852,Joseph,2017/05/10,f,1
9154601,Rachel,2013/10/01,f,1
19403047,Em,2014/08/03,f,2
41974172,Jennifer,2015/08/20,f,1
47475013,Hamilton,2015/10/26,f,73
38935338,Dale,2015/07/19,t,1
136037000,Louis,2017/06/20,f,1
163436514,Jennifer,2017/12/20,f,2
27794475,Tawone,2015/02/15,f,1
27412057,Nicholas,2015/02/08,f,1
127048147,Chris & Shawn,2017/04/22,t,2
97954817,Residology,2016/10/04,f,1
29218553,Astrum,2015/03/12,f,2
93314597,Allyson,2016/09/03,f,1
60293504,Cullen,2016/02/24,f,1
140228770,Amy,2017/07/13,f,1
14461477,Katie,2014/04/19,f,2
2868583,Jon,2012/07/08,t,1
35569603,Emlyn,2015/06/11,f,1
83274785,Greg,2016/07/12,t,1
16492839,Paz & Pedro,2014/06/07,f,8
59503458,Antonio,2016/02/19,t,3
120005954,Ariel,2017/03/09,f,1
69831725,Miranda,2016/05/01,t,1
162685384,Cata,2017/12/14,t,0
7921753,Jake,2013/08/04,t,1
129305343,Nick,2017/05/07,f,1
165120568,Sarfaraz,2017/12/31,f,1
55204836,Maria,2016/01/18,f,3
50399081,Amber-Rose,2015/12/02,f,1
5707520,Doug,2013/03/31,t,1
2201286,Harshan,2012/04/23,f,2
149442469,Sam,2017/09/06,t,3
165827014,Jt,2018/01/04,t,1
133785889,Taylor,2017/06/06,f,1
165405482,Nancy,2018/01/02,f,4
5640476,Phillip,2013/03/26,t,0
166100518,Elijah,2018/01/05,f,1
17008087,Kristen,2014/06/19,f,1
8801605,David,2013/09/12,f,1
22402773,Nell,2014/10/11,f,1
166620185,Daniel,2018/01/08,f,1
12703241,Ashley,2014/03/01,t,1
54520116,Theresa,2016/01/13,f,1
3427540,Forest,2012/08/30,f,3
38103012,Katie,2015/07/10,f,1
18272434,Conner,2014/07/17,f,1
165422486,Terry,2018/01/02,f,4
26905772,Rebecca,2015/01/29,f,1
2249793,Laura,2012/04/29,t,1
3804980,Jesus,2012/10/08,f,1
124605064,Michelle,2017/04/06,f,1
76163847,Christina,2016/06/06,t,2
167436987,Brent,2018/01/12,f,1
121838035,Melissa,2017/03/21,f,0
167460879,Eli,2018/01/12,f,1
58780573,Jackie,2016/02/14,t,2
37973959,Meghan,2015/07/09,f,1
15689850,Lorrie,2014/05/18,f,2
167257504,Tiffany,2018/01/11,f,1
167837196,Prince,2018/01/14,f,1
614896,Adelle,2011/05/22,f,1
167848548,Jason,2018/01/15,t,1
809922,Riley,2011/07/12,t,1
167922345,Juan,2018/01/15,t,3
518418,Emily Lawson,2011/04/18,t,1
71379683,Derek,2016/05/10,f,1
6252652,Cecilia,2013/05/06,f,1
49424048,(Email hidden by Airbnb),2015/11/19,f,2
60085458,An Austin Resident,2016/02/23,f,1
168161762,Rita,2018/01/16,t,1
2481019,Mimi,2012/05/28,f,1
168173310,Ammar,2018/01/16,f,1
65294686,Anthony,2016/03/31,t,1
40069991,Joie,2015/07/30,f,1
625863,Sarah,2011/05/25,f,1
9153184,Daniela,2013/09/30,t,1
4365655,Benjamin,2012/12/09,f,0
72583727,Sydney,2016/05/17,f,1
11667673,Mai,2014/01/26,t,1
124296926,John,2017/04/04,t,1
11773168,Tina,2014/01/29,f,1
70722023,Michael,2016/05/06,t,90
7265184,Jesse,2013/07/03,f,4
109266302,Jackie,2016/12/31,f,1
85547,Colby,2010/02/25,f,80
2771720,Kelly,2012/06/28,f,1
8207730,Kate,2013/08/16,f,1
168898454,Dan,2018/01/20,t,1
168903699,Bien,2018/01/20,t,1
124775758,Ronny,2017/04/07,t,1
145399941,Megan,2017/08/10,t,1
30418934,Rachel,2015/04/01,t,1
124109871,Anne Marie,2017/04/03,f,1
169178376,Kevin,2018/01/21,f,1
169180410,Renat,2018/01/21,f,1
1968428,Tom,2012/03/19,t,2
56428153,Jessica,2016/01/28,t,1
169353874,Andrew,2018/01/22,f,1
65802807,Rachael,2016/04/04,f,1
169501839,Nadeem & Julie,2018/01/23,f,1
10522395,Shannon,2013/12/09,t,2
77703838,Taylor,2016/06/14,f,1
31152322,Jessica,2015/04/13,t,6
129849863,Kathy,2017/05/11,t,1
169758891,Valerie,2018/01/24,t,10
16674651,David,2014/06/11,t,1
66804210,Samuel,2016/04/11,f,1
14449980,Kylene,2014/04/18,f,1
170070872,Sarah,2018/01/26,f,1
36764089,Erica,2015/06/26,f,1
411790,Asher,2011/02/26,f,1
170243484,Bob,2018/01/27,f,3
152181500,Justin,2017/09/26,t,1
31931,Kan,2009/08/16,f,1
6031601,Yolotl,2013/04/21,f,2
10337755,Molly,2013/11/29,f,1
11735765,Siiri,2014/01/28,f,1
170497902,Melissa,2018/01/29,t,3
609032,James,2011/05/21,f,10
25349537,Juli,2014/12/29,t,73
1798447,Matt,2012/02/23,f,1
92450669,Marianne,2016/08/29,t,1
170608043,John,2018/01/29,t,1
384732,Andres,2011/02/09,f,1
27741026,Ashley,2015/02/14,f,1
71963,Jess,2010/01/20,f,1
1424080,Lisa,2011/11/19,t,1
4888223,Mitun,2013/01/28,f,1
2405754,Sarah Roxie,2012/05/18,t,1
76542193,Zhantao,2016/06/08,t,1
73615649,Kelly,2016/05/23,f,1
81560335,Brian,2016/07/03,t,2
170960279,Madison,2018/01/31,f,1
583534,Janet,2011/05/12,t,4
54346559,Griffin & Vanessa,2016/01/12,t,2
171166470,Mark,2018/02/01,t,2
57110599,Zach,2016/02/02,f,1
103470283,Michelle,2016/11/12,t,1
62842316,Betsey,2016/03/13,t,1
150192132,Lee,2017/09/11,f,1
41173146,Aaron,2015/08/11,f,2
50911110,Anthony,2015/12/09,f,1
9296727,Jesse,2013/10/08,t,268
5961947,Dana,2013/04/16,f,2
171281698,Carmen,2018/02/02,f,1
49876004,Calvin,2015/11/25,f,1
79126230,Caleb,2016/06/21,f,1
100605868,Sharebnb,2016/10/21,t,471
28476458,Beth,2015/02/27,f,1
37065582,Greg,2015/06/29,t,1
63490969,Chuck,2016/03/18,f,1
63883209,Alcyr,2016/03/21,t,1
171481588,Rachel,2018/02/03,t,1
18487212,Kristen,2014/07/20,t,2
2139025,Gwen,2012/04/14,f,1
2287693,Elisabeth,2012/05/04,f,4
4865919,Ben,2013/01/27,t,1
16529864,Anna,2014/06/08,f,1
61840444,Muhammad,2016/03/06,f,1
14710076,Sally,2014/04/25,f,2
5671706,Andy,2018/02/05,f,1
70719103,Catherine,2016/05/06,f,1
89553305,April,2016/08/12,f,2
27137560,Doug,2015/02/03,f,1
36968694,Bernard,2015/06/28,f,3
13239340,Tye,2014/03/17,f,1
24426704,Lindsay,2014/12/02,f,1
551002,Angela,2011/05/02,f,1
146653111,David,2017/08/18,f,2
5657379,Robert,2013/03/27,f,1
172066979,Juliet,2018/02/06,t,1
283476,Curtis,2010/11/10,t,2
66236643,T.J.,2016/04/07,f,2
25410994,Heather,2014/12/30,t,1
103427,Magalie,2010/04/04,f,135
35914942,Josh,2015/06/15,f,1
112712289,James,2017/01/22,f,1
172419002,Lacey,2018/02/08,f,1
102904237,Chuck,2016/11/07,f,1
18865377,Zachary,2014/07/25,t,3
31214940,Scott,2015/04/14,t,512
121880470,Cooper D,2017/03/21,f,1
152768043,Merideth,2017/09/30,f,1
172697518,Robert,2018/02/10,t,2
75472193,Kisling,2016/06/02,f,2
602654,Rey,2011/05/19,f,302
33131329,Angela,2015/05/11,f,1
12732024,Daniel G,2014/03/02,f,3
56278086,Kris,2016/01/26,f,1
172878985,Greg,2018/02/11,t,2
140286,Katherine,2010/06/07,f,1
12789161,CP + Rachel,2014/03/04,t,15
172952232,Mary,2018/02/12,f,1
80245952,Josh,2016/06/27,f,1
8997432,Linda,2013/09/22,t,2
18365489,Martha,2014/07/19,t,1
127088432,Aron,2017/04/22,f,1
3829682,Tom,2012/10/10,f,1
2799675,Meghan,2012/07/01,f,1
146044512,William,2017/08/14,f,1
15077280,Gary,2014/05/04,f,1
112979309,Hanna,2017/01/24,f,1
12588919,Lesia,2014/02/25,f,1
2731214,Dave And Carye,2012/06/24,f,1
45756354,Alex,2015/10/04,f,1
5135541,Chad,2013/02/18,t,1
173344001,Jess,2018/02/14,f,1
410545,Caroline,2011/02/25,f,1
41213443,Caulen,2015/08/11,f,1
27689809,Leslie,2015/02/13,f,1
173414462,Jennifer,2018/02/14,t,1
7797081,Laura,2013/07/29,f,1
173408632,Lina,2018/02/14,f,3
9148384,Kristina,2013/09/30,f,1
39806795,Alison,2015/07/28,f,2
167472085,Rita,2018/01/13,f,1
114023820,Hunter,2017/01/30,f,11
12192232,Skylar,2014/02/12,f,3
68846516,Casey,2016/04/25,f,1
8872441,Sophie & Grace,2013/09/16,f,1
61291922,Lucy,2016/03/02,t,1
173736419,Daniel,2018/02/16,f,1
93353365,Angela,2016/09/03,f,1
14342275,Natasha,2014/04/15,f,1
154106792,R A,2017/10/10,t,1
652215,Kelly,2011/06/01,t,1
21328036,Alexandra & Landis,2014/09/14,t,1
97694102,Joel,2016/10/02,f,1
72392362,Jr,2016/05/16,t,1
109706533,Karina,2017/01/03,t,1
46574396,Matthew,2015/10/14,f,1
174025580,Brandon,2018/02/18,f,1
25513049,Zach,2015/01/02,f,1
13008532,Nano,2014/03/11,f,2
174049998,Lauren,2018/02/18,f,1
20039264,Stassy,2015/12/26,f,1
138039665,Jamie,2017/07/01,t,2
71974749,Tucker,2016/05/14,f,1
29960447,Lydia,2015/03/24,f,1
17128229,Clay,2014/06/22,t,1
137294177,Shuka,2017/06/27,f,1
17574227,Taniel,2014/07/02,f,1
94013803,Connie,2016/09/07,f,1
59052688,Stacey,2016/02/16,f,1
39539163,Miriam,2015/07/25,f,1
34206802,Danielle,2015/05/25,f,1
62570715,Cameron,2016/03/11,f,1
138987897,Janet,2017/07/06,f,1
57930163,Adam,2016/02/08,f,1
67794598,Tim,2016/04/18,f,1
59819455,Olivia,2016/02/21,t,4
60439725,Cayley,2016/02/26,f,1
83939831,Nina,2016/07/15,f,1
25118670,Coraly,2014/12/23,f,1
51252298,Theodros,2015/12/13,t,2
30911691,Hattie,2015/04/09,f,1
29989148,Jennifer,2015/03/25,f,1
154173941,Joyce,2017/10/11,t,1
167970063,Joseph,2018/01/15,f,1
9127955,Paul,2013/09/29,f,1
15859157,Liz,2014/05/22,f,1
62254282,Julie,2016/03/09,t,1
86412252,Rebecca,2016/07/27,t,4
174732213,Jordan,2018/02/22,f,1
6707354,Sarah,2013/06/02,f,1
3240668,Susan,2012/08/13,f,1
22329451,Emily,2014/10/09,f,1
7043744,Thuanly,2013/06/21,f,1
44671424,Julie,2015/09/20,f,1
3743639,Amy,2012/10/03,f,2
171364485,Leila,2018/02/02,f,1
39398130,Heather & Tony,2015/07/24,t,2
174943668,Ryan,2018/02/23,f,1
231132333,Andrew,2018/12/17,f,6
5220822,Ben,2013/02/25,f,0
33610882,Irma,2015/05/17,f,1
20581308,Olivia,2014/08/26,f,1
52657063,Brian,2015/12/29,f,4
174991845,Aj,2018/02/23,f,1
36828850,Bradley,2015/06/26,f,1
4250575,Colombina,2012/11/26,t,1
26029087,Michael,2015/01/12,f,1
175093024,Heather,2018/02/24,f,1
5054700,William,2013/02/11,f,1
14759491,Adé,2014/04/26,f,1
235896,Julie,2010/09/15,t,1
2343684,Clare,2012/05/10,f,1
1709346,Tracy  (& Brian C.),2012/02/06,t,3
175296453,Tracy,2018/02/25,t,1
141784596,Julie,2017/07/22,f,1
25074431,Matt,2014/12/21,f,1
1121114,Christina,2011/09/07,t,2
1658082,Carter & Juli,2012/01/26,t,1
29991476,Chloé,2015/03/25,f,1
3489013,Natasha,2012/09/06,t,1
58930882,Feyijimi,2016/02/15,f,3
52255449,Panithan,2015/12/25,f,1
154831826,Agatha + Jeremy,2017/10/16,t,1
3745530,Shakti,2012/10/03,f,1
98323,Noah,2010/03/24,t,2
175743638,Josh,2018/02/27,f,3
175515738,Amelia,2018/02/26,f,1
3759577,David,2012/10/04,f,1
175759711,Nathan,2018/02/27,f,1
89928560,Robin,2016/08/14,f,0
72031569,Yelena,2016/05/14,f,1
145946517,Minghao,2017/08/14,f,2
2128112,Tammy,2012/04/12,f,1
175862282,Charmaine,2018/02/28,f,1
173101510,Krystina,2018/02/12,f,1
178866966,Brooke And Allison,2018/03/16,t,2
27866659,Shubhendra,2015/02/16,f,1
78696293,John,2016/06/19,f,1
16426368,Matthew,2014/06/05,f,1
28023946,Madeline,2015/02/19,f,1
89032985,Alyce,2016/08/10,f,1
16616107,Fabienne,2016/01/14,f,1
2469087,Adam,2012/05/26,f,1
68272260,Robert,2016/04/21,f,1
53100594,Ken,2016/01/02,f,1
53501353,Sarah,2016/01/05,f,1
338887,Aryn,2011/01/07,t,1
3344032,Daniel,2012/08/22,t,1
77772564,Patrick,2016/06/14,f,1
81894085,Luis,2016/07/05,f,1
21848437,Tania,2014/09/27,f,1
174041277,Ryan,2018/02/18,t,1
91394231,Clinton,2016/08/22,f,1
3777023,Lauren,2012/10/06,f,1
337928,John,2011/01/06,t,1
121200431,Elvira C,2017/03/17,f,1
3240239,Melissa,2012/08/12,f,1
175915695,Craig And Sandy,2018/02/28,t,1
7173885,Ryan,2013/06/28,f,1
176216867,Joel,2018/03/02,f,1
176233678,Adam,2018/03/02,f,1
97827064,Lee,2016/10/03,t,1
53368085,Allen,2016/01/04,t,2
24704878,Coreen,2014/12/10,f,1
176261709,Patrick,2018/03/02,f,1
164916729,Nicholas,2017/12/30,f,1
176259650,Joel,2018/03/02,f,1
5134265,Melody,2013/02/18,f,1
5575479,Vi,2013/03/22,f,7
22353618,Nic,2014/10/10,f,1
33248658,Stephanie,2015/05/13,t,1
9143593,Faraha,2013/09/30,f,1
23426825,Bella,2014/11/06,f,1
17164562,Sarah,2014/06/23,f,1
20234955,Alex,2014/08/18,f,1
171954308,Ambrose,2018/02/06,f,1
118421474,Jess,2017/02/27,f,1
172846928,Ethan,2018/02/11,f,1
175877511,Mathew,2018/02/28,f,1
121629892,Robert,2017/03/20,f,1
11186022,Tyler,2014/01/10,f,11
140498294,Carlos,2017/07/14,f,1
74505380,Monte,2016/05/28,t,1
81954180,Reed,2016/07/05,f,1
28890481,Luke,2015/03/06,f,1
10953800,Layne,2018/02/21,f,1
11177619,Tara,2014/01/10,f,2
19202774,Erika,2014/07/30,t,1
176595248,Jerry,2018/03/04,t,1
47590369,Dustin,2015/10/27,f,1
176615550,Walker,2018/03/04,f,1
1758405,Sarah,2012/02/15,f,1
38264473,Josh,2015/07/12,f,1
3606995,Raunak,2012/09/18,f,1
53445192,Amanda,2016/01/05,t,2
176651335,Scott,2018/03/04,f,1
5490444,Peter,2013/03/16,f,1
175568970,Mariela,2018/02/26,t,1
53194416,Chase,2016/01/03,t,3
73877768,Moe,2016/05/25,f,1
48108503,Brandon,2015/11/03,f,1
18569059,Alexa,2014/07/21,f,1
240982,Monica,2010/09/21,f,1
1411717,Robbie,2011/11/16,t,12
21704876,Orlando,2014/09/23,f,1
174167995,Michael,2018/02/19,t,1
49421604,Jb,2015/11/19,f,1
176788606,Matt,2018/03/05,t,1
2424027,Amanda,2012/05/20,f,1
62415395,Alyssa,2016/03/10,f,1
170476786,Rodney,2018/01/28,f,1
157594851,Francisco Ernesto,2017/11/06,f,1
23,Charlene,2008/03/03,f,2
11004536,Victoria,2014/01/04,f,1
50426771,Keith,2015/12/03,f,2
176846299,Nancy,2018/03/05,t,2
176857038,Rachel,2018/03/05,f,1
11132961,Laura,2014/01/08,f,1
108729022,Bonnie,2016/12/27,t,1
17177656,Isabella & Michael,2014/06/23,t,6
118540678,Jordan,2017/02/28,f,1
2641592,Helen,2012/06/14,t,1
70000199,Yami,2016/05/02,f,1
62418932,Graham,2016/03/10,t,1
142502037,Ellis,2017/07/25,f,1
176954400,Scarlett,2018/03/06,f,1
144008848,Amariani,2017/08/02,f,1
109902917,Emma,2017/01/04,f,2
67375456,ResortShare,2016/04/15,f,22
176996108,Francisco,2018/03/06,f,1
32567490,Francesca,2015/05/04,t,3
436598,Belen,2011/03/11,f,1
177054523,Alysa,2018/03/06,f,1
94271862,Clive,2016/09/08,f,1
79931579,Nick,2016/06/26,f,1
40865337,Diya,2015/08/08,t,16
66614618,Jonathan,2016/04/10,f,1
177175337,Bryce,2018/03/07,f,1
26185606,Jaime,2015/01/15,f,1
66653696,Natasha,2016/04/10,f,1
134280195,Kate,2017/06/09,f,1
5743133,Jordan,2013/04/02,f,1
69797687,Annie,2016/05/01,t,1
12680927,Heather,2014/02/28,f,1
177257154,Bernard,2018/03/07,f,1
97812450,Joe,2016/10/03,f,1
134766932,Stephen,2017/06/12,f,1
177339161,Jennifer,2018/03/08,f,1
63601978,Suzi,2016/03/19,f,1
177348242,Erika,2018/03/08,f,1
434722,Ruta,2011/03/10,t,1
2557732,Andrew,2012/06/05,f,1
101311,Ankoor,2010/03/30,f,1
99833740,Julie,2016/10/16,t,1
48213094,Ruth,2015/11/05,f,1
68381299,Tanica,2016/04/22,f,1
95927447,Sanjul,2016/09/19,f,1
25437058,Cinthia,2014/12/31,f,1
4635522,Andrew,2013/01/08,f,1
177414471,Elizabeh,2018/03/08,t,1
24823629,Margaret,2014/12/14,t,0
63683332,Kailin,2016/03/20,f,1
25799150,Asher,2015/01/08,f,2
56256983,Kelly,2016/01/26,f,1
177548389,Afton,2018/03/09,f,1
149870941,Britney,2017/09/09,f,1
110022298,Richard,2017/01/05,t,1
129946946,Kenneth,2017/05/11,f,1
80711734,Tinsey,2016/06/29,f,1
5759529,Louis,2013/04/03,f,1
122601175,Alan,2017/03/26,f,2
22081704,Rebecca,2014/10/03,f,1
177739684,Bradley,2018/03/10,f,1
177859973,Usha,2018/03/11,t,1
176844036,Nicholas,2018/03/05,f,1
1863468,Annie G. And Peter,2012/03/05,f,1
64971062,Laura,2016/03/29,t,1
69141107,Cassandra,2016/04/27,f,1
134466834,Stacey,2017/06/11,t,2
614967,Margaret,2011/05/23,t,1
158456211,Louis,2017/11/12,f,1
170816280,Victoria,2018/01/30,f,2
84797220,Liz,2016/07/19,f,1
79296339,Lin,2016/06/22,t,1
69191999,Chi,2016/04/27,f,4
7738575,Stephen,2013/07/26,f,1
11475890,Zach,2014/01/20,f,1
92693496,Kitana,2016/08/30,f,1
8712681,Manuel,2013/09/08,f,1
7270902,Steph And Meshelle,2013/07/03,t,24
179439538,Courtney,2018/03/19,f,1
60855266,Crystal,2016/02/29,f,2
134297974,Connor,2017/06/09,f,2
8076159,Jill,2013/08/11,f,1
177821967,ITrip Vacations,2018/03/11,f,31
180547985,Sam,2018/03/25,f,2
69394032,Robert,2016/04/28,t,1
141732877,Mary Jane & Julián,2017/07/21,f,1
80568393,Audrey,2016/06/28,f,1
4754232,Farah,2013/01/18,f,2
74173098,Amber,2016/05/26,f,1
100392167,Brian,2016/10/19,t,4
66736908,Lindsay,2016/04/11,f,1
4031745,Kristi,2012/11/01,f,1
175872193,Sidney,2018/02/28,f,2
23724693,Joshua,2014/11/14,f,1
86535483,Stephanie,2016/07/28,f,1
152603262,Sriratana,2017/09/29,t,1
151838706,Alaina,2017/09/24,t,4
181358507,Paula,2018/03/29,t,1
4617208,Jessica,2013/01/07,f,2
26536085,Ruben,2015/01/22,t,1
115012694,Rebecca,2017/02/05,f,1
11579227,Michelle,2014/01/23,f,6
191856930,Will,2018/05/27,f,1
4611832,Eric,2013/01/06,t,4
181686249,Kamal,2018/03/31,f,1
3201855,Vanessa,2012/08/08,f,1
4172820,Kim,2012/11/17,f,0
9834905,Chiara,2013/11/05,f,1
182235421,Marie,2018/04/03,t,2
182403041,John,2018/04/04,f,1
2258407,Gloria,2012/04/30,f,1
182620767,Jo,2018/04/05,t,1
31349011,Charlie,2015/04/16,f,1
68083498,Dustin,2016/04/20,f,1
1215815,Elizabeth,2011/09/27,f,1
22822827,Billy,2014/10/21,f,1
68079315,Andrew,2016/04/20,f,1
26927795,María Renee,2015/01/29,f,1
103614176,Helen,2016/11/13,f,0
104544714,Katie,2016/11/20,f,2
3363072,Thom,2012/08/24,f,1
183569294,Adam,2018/04/10,f,2
176611954,Sunshinne,2018/03/04,f,1
5991834,Kevin,2017/06/03,f,1
106418487,Mak,2016/12/06,f,2
76762151,Cesar & Kyra,2016/06/09,f,5
106433664,Varun,2016/12/06,f,1
184056386,Scott,2018/04/13,t,2
25721947,Gina,2015/01/07,f,1
184251901,Brian,2018/04/14,t,1
184514538,Santa,2018/04/15,f,1
184837439,Sylvester,2018/04/17,f,1
1401456,Allison,2011/11/13,t,1
184681604,Jonathan,2018/04/16,f,3
185386676,Dan And Casey,2018/04/20,t,1
14357483,Liam,2014/04/16,f,1
61463458,Gary,2016/03/03,t,27
42800326,Ashleigh,2015/08/28,t,1
118128853,Irénée,2017/02/26,f,4
186093913,Jamie,2018/04/24,f,1
126005498,Britta,2017/04/15,t,3
49334424,Kyle,2015/11/18,t,1
26918293,Ryan,2015/01/29,t,1
4161514,Clint & Stella,2012/11/15,f,1
185767003,William,2018/04/22,f,1
20234127,Josie & Seth,2014/08/18,t,1
84806693,Kaleb,2016/07/19,f,1
116669891,Jennifer,2017/02/16,f,1
83920504,Matthew,2016/07/15,t,3
119619826,Erik,2017/03/07,f,1
58500825,Adrian,2016/02/12,f,1
7955263,Ellen,2013/08/05,t,2
138807088,Bianca,2017/07/05,f,1
32086826,Elida & Luis,2015/04/27,t,1
5256821,Lauren Ragusin,2013/02/27,f,1
187540970,Favian,2018/05/02,f,1
409122,Stephanie,2011/02/25,f,1
34222476,Brent,2015/05/25,f,1
1213154,Liz,2011/09/26,t,3
159355723,Outsite,2017/11/19,f,49
58027012,Adam,2016/02/09,f,1
7905360,Maya Aswini,2013/08/03,f,1
50166100,Daniel,2015/11/30,f,2
37150801,Alice,2015/06/30,t,1
4129222,Yunus,2012/11/12,f,1
22308621,Andrea,2014/10/08,f,1
188592448,Amanda,2018/05/08,t,1
188943294,Alexis,2018/05/10,f,1
182094750,Araceli,2018/04/02,f,1
21699229,Caroline,2014/09/23,f,5
189169614,Delk,2018/05/12,t,1
189197279,Rachel,2018/05/12,t,0
11773021,Djamel,2014/01/29,f,1
56093850,Clay,2016/01/25,f,2
106305104,Christopher,2016/12/05,f,1
122127746,Laura,2017/03/22,f,1
75434693,Sean,2016/06/02,f,1
42417263,Kate,2015/08/24,t,1
27016431,Ron,2015/01/31,f,1
132228142,Ashley,2017/05/27,f,1
190097700,Allison,2018/05/17,t,1
190107173,Dasheanna,2018/05/17,f,1
46979459,J. Michael,2015/10/19,t,2
146543361,Paige,2017/08/17,t,1
